N,종목명,현재가,전일비,등락률,액면가,거래량,시가,고가,저가,매수호가,매도호가,거래대금,전일거래량,매수총잔량,매도총잔량,상장주식수,외국인비율,시가총액,매출액,자산총계,부채총계,영업이익,매출액증가율,당기순이익,주당순이익,보통주배당금,영업이익증가율,PER,ROE,ROA,PBR,유보율
1205,KBI메탈,"2,055",95,+4.85%,500,"1,013,486","1,960","2,070","1,940","2,050","2,055","2,046","178,499","33,527","138,804","32,951",2.23,677,"4,922","2,148","1,189",108,-0.52,24,-89,N/A,4.39,-23.09,2.02,1.09,0.70,485.7
1206,서연탑메탈,"5,790",60,-1.03%,500,"181,897","5,860","5,870","5,680","5,790","5,800","1,046","696,376","8,645","17,435","11,650",0.18,675,"1,414","1,372",672,68,4.04,33,434,85,115.76,13.34,5.33,2.25,0.92,"1,127.5"
1207,대주산업,"1,905",65,+3.53%,500,"1,712,381","1,865","1,940","1,830","1,905","1,910","3,272","321,612","105,125","233,170","35,392",1.51,674,852,894,354,45,1.04,35,63,35,65.36,30.24,6.59,3.92,1.25,171.6
1208,진시스템,"9,800",50,-0.51%,500,"19,678","9,830","9,860","9,700","9,790","9,800",192,"28,862","2,593","3,287","6,879",0.42,674,133,189,66,33,"1,068.27",-22,"-1,031",0,232.69,-9.51,"1,170.34",-21.23,1.58,349.2
1209,알파홀딩스,"3,000",65,-2.12%,500,"316,868","3,070","3,095","2,975","3,000","3,020",955,"393,491","44,903","3,857","22,471",2.19,674,643,"1,430",654,-70,-12.11,-39,-409,0,-88.58,-7.33,-5.62,-2.83,0.84,579.9
1210,한국바이오젠,"8,170",30,-0.37%,200,"19,953","8,140","8,250","8,040","8,170","8,180",162,"41,304","7,704","4,888","8,230",1.96,672,198,311,29,34,6.81,31,495,75,13.12,16.51,11.60,10.55,2.17,"1,642.1"
1211,파인디앤씨,"2,385",50,+2.14%,500,"38,940","2,345","2,400","2,305","2,350","2,385",91,"32,615","14,437","16,710","28,178",1.48,672,582,864,522,-77,-20.44,-114,-716,0,-495.20,-3.33,-28.66,-11.99,1.35,361.2
1212,서진오토모티브,"3,430",45,-1.29%,500,"60,248","3,470","3,495","3,210","3,420","3,430",205,"78,058","4,602","3,253","19,541",1.76,670,"15,060","8,553","7,120",39,5.33,-175,-224,0,-25.29,-15.31,-17.41,-2.03,1.10,700.9
1213,우림피티에스,"4,950",35,+0.71%,500,"143,203","4,915","4,980","4,855","4,945","4,950",706,"125,878","8,928","17,101","13,500",6.80,668,601,898,106,8,N/A,-80,-687,50,N/A,-7.21,N/A,N/A,0.83,"1,094.0"
1214,인카금융서비스,"13,000",0,0.00%,500,"36,455","12,950","13,300","12,750","13,000","13,050",474,"35,737","9,052","8,629","5,138",0.09,668,"3,010","1,754","1,503",147,23.15,113,"2,512",0,422.22,5.18,58.03,6.66,1.59,"1,017.0"
1215,지더블유바이텍,"2,045",15,-0.73%,500,"87,329","2,065","2,075","1,980","2,040","2,045",177,"70,567","6,912","14,806","32,588",0.94,666,525,412,287,0,17.78,-51,-240,0,-83.96,-8.52,-53.74,-8.28,3.59,-10.6
1216,대동스틸,"6,650",90,-1.34%,500,"903,206","6,740","7,090","6,590","6,640","6,650","6,185","1,632,712","17,012","6,774","10,000",2.79,665,"1,064",800,174,10,-6.12,2,"1,616",30,299.44,4.12,0.32,0.25,0.83,"1,162.9"
1217,웹스,"4,605",45,-0.97%,500,"916,622","4,665","4,740","4,575","4,605","4,610","4,267","3,082,710","32,115","11,956","14,364",0.67,661,326,669,302,0,14.29,-8,109,0,-104.25,42.25,-2.21,-1.23,1.57,456.8
1218,케이에스피,"1,825",5,-0.27%,500,"79,092","1,830","1,840","1,795","1,820","1,825",144,"88,711","26,046","20,995","36,192",1.19,660,394,468,229,21,34.23,12,51,N/A,15.69,35.78,5.33,2.73,2.55,20.5
1219,원바이오젠,"1,805",5,+0.28%,100,"38,102","1,800","1,805","1,785","1,800","1,805",68,"60,935","25,335","13,476","36,454",0.18,658,115,175,128,31,12.56,30,-3,0,353.57,-601.67,44.34,20.25,2.60,256.1
1220,세명전기,"4,305",45,+1.06%,500,"46,921","4,270","4,325","4,250","4,300","4,305",201,"69,252","18,982","5,783","15,246",3.48,656,143,808,85,2,-22.45,21,146,70,-87.96,29.49,2.99,2.64,0.90,850.8
1221,코다코,"1,680",5,-0.30%,500,"105,093","1,690","1,700","1,650","1,670","1,680",175,"180,875","37,542","17,085","39,064",3.21,656,"1,966","3,274","3,103",-16,-11.98,-182,-20,N/A,85.65,-84.00,-75.32,-5.54,2.76,-17.2
1222,로스웰,364,10,-2.67%,0,"5,332,102",373,375,357,364,365,"1,945","4,115,824","391,389","498,222","180,156",26.46,656,579,"3,049","1,234",-35,-40.75,-757,-383,0,-180.28,-0.95,-34.55,-23.81,0.32,20.6
1223,아세아텍,"2,910",25,+0.87%,500,"129,911","2,855","2,940","2,845","2,905","2,910",378,"77,067","56,876","11,701","22,500",3.69,655,"1,065","1,252",225,59,-5.68,48,300,50,14.92,9.70,4.74,3.65,0.60,723.3
1224,디케이앤디,"4,215",65,-1.52%,500,"109,150","4,280","4,375","4,210","4,215","4,240",462,"142,229","28,095","13,782","15,526",0.93,654,708,650,116,51,18.30,36,162,0,73.04,26.02,6.81,5.62,1.09,"1,277.4"
1225,골든센츄리,370,2,+0.54%,0,"546,708",366,370,364,368,370,201,"642,956","106,811","135,769","176,574",34.59,653,"1,284","2,635",269,296,13.49,197,104,0,0.38,3.56,8.68,7.94,0.23,573.5
1226,강원에너지,"2,500",0,0.00%,500,0,0,0,0,0,0,0,0,0,0,"26,123",0.32,653,383,330,159,-92,-9.88,-129,77,0,46.28,32.47,-65.28,-28.85,2.45,91.6
1227,세림B&G,"2,380",15,-0.63%,100,"19,906","2,375","2,395","2,340","2,360","2,380",47,"11,094","6,008","4,964","27,388",0.24,652,0,96,7,0,N/A,0,94,0,-600.31,25.32,0.00,0.00,N/A,"1,802.9"
1228,케이디켐,"16,150",150,-0.92%,500,"14,945","16,100","16,450","15,850","16,100","16,150",240,"23,321","6,047","4,865","4,035",2.57,652,475,988,165,62,-2.57,70,"1,922",500,-2.91,8.40,8.82,7.72,0.71,"4,072.3"
1229,토박스코리아,"1,355",35,-2.52%,100,"716,596","1,375","1,385","1,345","1,355","1,360",971,"3,004,302","130,763","58,331","48,075",13.18,651,253,276,53,-30,-10.74,-35,-13,N/A,-365.13,-104.23,-15.55,-11.71,2.37,418.2
1230,메타바이오메드,"2,720",5,+0.18%,500,"206,118","2,700","2,765","2,655","2,715","2,720",558,"172,087","17,234","14,787","23,862",4.09,649,472,"1,079",583,20,-20.51,-41,146,10,-65.27,18.63,-8.09,-3.87,1.14,326.3
1231,코드네이처,"2,000",75,-3.61%,500,"151,067","2,110","2,115","1,985","2,000","2,005",306,"217,115","20,766","6,549","32,452",0.59,649,383,423,235,-27,-9.82,-32,-205,0,-276.74,-9.76,-17.01,-7.72,4.17,37.0
1232,아즈텍WB,"3,010",5,-0.17%,500,"70,372","3,030","3,050","2,980","3,010","3,015",212,"72,482","16,962","8,001","21,491",8.61,647,360,"1,255",269,-21,-19.13,36,296,50,-172.70,10.17,3.76,2.99,0.62,826.7
1233,지엔코,660,18,-2.65%,500,"901,943",678,678,643,658,660,595,"875,865","40,334","58,302","98,008",1.52,647,"1,282","2,431",979,-73,-17.80,-170,-91,N/A,3.89,-7.25,-23.20,-6.92,1.03,51.6
1234,서암기계공업,"5,110",0,0.00%,500,"27,672","5,130","5,130","5,000","5,090","5,110",140,"35,110","7,763","20,074","12,600",2.86,644,318,687,72,-5,-17.29,5,112,35,-130.00,45.62,0.85,0.75,1.03,873.1
1235,서남,"3,010",30,-0.99%,500,"78,516","3,050","3,050","2,995","3,010","3,015",237,"72,317","45,652","10,225","21,389",2.64,644,14,160,39,-47,-0.63,-45,-192,0,-6.85,-15.68,-50.26,-34.19,6.18,10.3
1236,아이즈비전,"3,895",0,0.00%,500,"48,773","3,875","3,915","3,825","3,890","3,895",188,"93,127","4,381","7,717","16,440",2.17,640,"1,353","2,056",638,57,2.83,158,"1,377",0,"1,353.53",2.83,12.40,8.68,0.48,"1,169.7"
1237,정원엔시스,"1,980",45,-2.22%,500,"94,224","2,060","2,060","1,975","1,980","1,985",188,"149,931","36,531","4,229","32,209",1.32,638,"1,722",817,417,11,1.76,7,25,N/A,-35.18,79.20,1.90,0.84,1.58,142.9
1238,한국큐빅,"3,900",30,+0.78%,500,"78,607","3,870","3,950","3,825","3,900","3,905",305,"47,029","4,288","6,512","16,351",5.46,638,"1,707","1,387",714,118,8.86,105,456,50,97.72,8.55,16.88,7.79,0.87,728.0
1239,드림씨아이에스,"11,250",0,0.00%,500,"2,403","11,300","11,300","11,000","11,100","11,250",27,"4,161","3,723","1,182","5,659",0.37,637,235,486,121,48,N/A,49,466,0,N/A,24.14,N/A,N/A,1.65,"1,192.5"
1240,소프트캠프,"2,540",5,-0.20%,100,"116,712","2,540","2,550","2,485","2,535","2,540",293,"90,872","24,098","9,243","24,991",0.91,635,189,211,50,24,-4.12,18,-26,0,-41.48,-97.69,14.19,8.66,4.11,634.0
1241,대한과학,"8,490",160,-1.85%,500,"22,105","8,640","8,640","8,400","8,490","8,500",188,"43,345","1,576",653,"7,454",1.65,633,615,450,103,36,11.50,28,435,60,63.62,19.52,5.95,6.16,2.00,660.3
1242,SGA솔루션즈,"1,370",20,-1.44%,100,"430,814","1,385","1,405","1,360","1,370","1,375",591,"337,094","61,098","83,632","46,176",2.58,633,406,464,221,39,-10.02,52,142,0,145.84,9.65,27.09,11.03,1.91,571.1
1243,예선테크,"1,915",0,0.00%,100,"54,143","1,915","1,920","1,870","1,905","1,915",102,"114,135","25,530","35,705","33,000",0.10,632,573,701,333,50,-2.71,17,-11,30,-36.88,-174.09,4.64,2.84,1.57,"1,052.0"
1244,코스온,"2,630",0,0.00%,500,0,0,0,0,0,0,0,0,0,0,"23,941",0.74,630,919,"1,983","1,081",-147,-15.92,-356,"-2,925",N/A,"-2,742.88",-0.90,-36.24,-16.25,2.06,551.1
1245,알톤스포츠,"4,930",65,-1.30%,500,"32,444","4,995","5,000","4,915","4,930","4,940",160,"79,778","10,038","1,773","12,746",0.44,628,449,329,114,53,43.99,56,441,0,149.46,11.18,29.70,16.68,2.25,247.1
1246,이씨에스,"5,090",30,-0.59%,500,"68,378","5,120","5,130","5,040","5,070","5,090",347,"143,044","16,813","15,114","12,294",1.56,626,748,673,188,48,6.21,49,438,130,35.61,11.62,10.53,7.52,1.23,610.5
1247,캐리소프트,"8,980",130,-1.43%,500,"54,922","9,110","9,150","8,870","8,980","9,000",492,"87,771","4,511","3,186","6,951",0.46,624,62,186,49,-24,-35.88,-40,-635,0,-42.60,-14.14,-27.56,-20.26,4.91,316.9
1248,아이앤씨,"3,490",0,0.00%,500,"23,137","3,455","3,545","3,370","3,490","3,495",79,"21,042","3,536","3,137","17,863",1.13,623,229,630,153,-56,-49.78,-60,-551,0,-230.20,-6.33,-11.95,-8.93,1.43,472.8
1249,까스텔바작,"9,450",30,-0.32%,500,"13,074","9,490","9,540","9,420","9,450","9,480",124,"22,834","4,950","1,771","6,597",0.85,623,673,"1,037",222,75,-17.31,48,-54,N/A,-16.46,-175.00,6.06,4.98,0.78,"2,370.6"
1250,동일철강,"4,005",10,+0.25%,500,"134,971","3,955","4,140","3,955","4,000","4,005",544,"39,585","9,326","5,580","15,563",2.72,623,219,912,335,-42,-17.47,-88,"1,647",0,-4.64,2.43,-15.66,-9.68,0.69,999.6
N,종목명,현재가,전일비,등락률,액면가,거래량,시가,고가,저가,매수호가,매도호가,거래대금,전일거래량,매수총잔량,매도총잔량,상장주식수,외국인비율,시가총액,매출액,자산총계,부채총계,영업이익,매출액증가율,당기순이익,주당순이익,보통주배당금,영업이익증가율,PER,ROE,ROA,PBR,유보율
1251,딜리,"2,120",25,+1.19%,100,"364,418","2,080","2,130","2,065","2,115","2,120",763,"216,535","39,890","18,978","29,350",19.41,622,277,616,64,9,-31.63,-6,71,40,11.39,29.86,-0.99,-0.89,1.03,"1,862.4"
1252,애니젠,"11,100",200,-1.77%,500,"16,953","11,300","11,450","10,950","11,050","11,100",188,"22,245","6,993","4,678","5,603",3.71,622,85,312,190,-10,35.67,-25,-668,0,75.43,-16.62,-18.08,-7.95,3.44,211.0
1253,리더스 기술투자,477,6,-1.24%,500,"235,121",489,489,465,477,478,112,"413,312","167,874","48,810","130,044",1.57,620,357,761,353,85,N/A,92,-219,0,N/A,-2.18,N/A,N/A,1.04,-14.7
1254,엔피디,"2,880",0,0.00%,500,"90,870","2,880","2,930","2,840","2,880","2,895",262,"92,271","19,610","10,312","21,535",1.29,620,"2,331","1,758",929,83,-24.49,-50,-95,N/A,-68.20,-30.32,-7.59,-2.87,0.67,729.8
1255,손오공,"2,305",20,-0.86%,500,"286,012","2,330","2,345","2,280","2,300","2,305",660,"537,721","54,861","82,438","26,896",4.56,620,853,533,308,-14,16.16,-20,14,N/A,34.30,164.64,-8.28,-3.63,2.63,69.1
1256,백금T&A,"3,760",5,-0.13%,500,"47,709","3,750","3,810","3,725","3,750","3,760",179,"111,567","14,919","7,163","16,419",4.02,617,"1,328",964,430,61,-14.68,-8,0,N/A,-66.96,N/A,-13.73,-0.80,1.45,371.5
1257,알티캐스트,"2,075",20,-0.95%,500,"54,250","2,095","2,095","2,060","2,070","2,075",112,"96,109","19,444","14,482","29,686",0.72,616,446,868,181,-12,9.35,-38,-85,0,91.37,-24.41,-5.83,-2.97,0.82,440.4
1258,아이크래프트,"4,210",50,-1.17%,500,"94,622","4,260","4,270","4,160","4,210","4,215",397,"544,937","15,803","5,719","14,608",0.50,615,963,712,399,2,30.54,11,221,0,430.75,19.05,3.61,1.81,1.65,433.1
1259,티엘아이,"6,210",10,-0.16%,500,"10,417","6,220","6,230","6,110","6,150","6,210",64,"10,664","6,039","5,717","9,873",0.37,613,367,732,74,-79,-12.55,-73,-265,N/A,"-3,203.10",-23.43,-8.89,-9.48,0.74,"1,429.7"
1260,우리로,"1,910",0,0.00%,500,0,0,0,0,0,0,0,0,0,0,"32,050",1.70,612,"1,110",632,430,-20,-3.81,-103,-273,0,-1.92,-7.00,-34.37,-14.62,1.91,71.9
1261,원일특강,"13,900",0,0.00%,500,"33,914","13,900","14,200","13,700","13,900","13,950",471,"53,475","7,682","7,074","4,400",5.28,612,"2,451","2,309","1,124",23,-4.19,15,"4,260",120,-75.10,3.26,1.23,0.64,0.44,"5,302.5"
1262,삼영엠텍,"4,665",30,+0.65%,500,"59,664","4,635","4,665","4,600","4,665","4,670",276,"70,010","2,997","8,328","13,000",2.11,606,680,"1,116",332,9,-2.56,70,202,150,-71.21,23.09,9.14,6.03,0.62,"1,104.7"
1263,아시아종묘,"5,710",80,+1.42%,500,"648,153","5,570","6,000","5,550","5,710","5,720","3,764","81,196","14,539","17,678","10,620",1.51,606,244,426,207,22,6.72,0,175,N/A,137.54,32.63,0.09,0.01,2.76,314.6
1264,S&K폴리텍,"5,170",80,-1.52%,500,"38,453","5,190","5,270","5,110","5,150","5,170",199,"37,346","12,216","2,971","11,704",4.23,605,"2,550","2,473","1,270",35,-24.57,-84,-77,250,-86.37,-67.14,-6.92,-3.39,0.61,"1,494.3"
1265,싸이버원,"12,750",150,-1.16%,500,"49,275","12,850","13,100","12,700","12,750","12,800",633,"99,684","6,037","5,878","4,741",0.51,604,206,152,24,22,-7.92,20,474,0,3.34,26.90,16.60,13.62,2.28,625.0
1266,플랜티넷,"6,740",90,-1.32%,500,"48,390","6,830","6,900","6,690","6,730","6,740",326,"35,172","23,602","5,562","8,960",2.51,604,240,821,83,14,1.95,14,229,200,-47.29,29.43,1.53,1.68,0.77,"1,559.9"
1267,신진에스엠,"6,720",80,-1.18%,500,"32,732","6,740","6,750","6,600","6,710","6,720",219,"92,638","2,447","5,920","8,972",1.62,603,484,"1,130",436,-2,-6.46,-11,185,70,-105.21,36.32,-1.61,-0.97,0.81,"1,520.7"
1268,피코그램,"19,250","2,400",+14.24%,100,"1,471,377","16,650","21,450","16,600","19,250","19,300","28,753","32,753","7,456","7,063","3,132",0.99,603,243,376,260,30,28.47,20,945,19,281.20,20.37,18.48,5.32,2.74,"5,760.8"
1269,KH E&T,791,1,-0.13%,100,"445,167",796,799,783,790,791,351,"737,600","73,930","26,324","76,200",2.13,603,498,"1,181",442,26,57.02,-340,-545,0,-27.85,-1.45,-59.53,-31.31,0.55,"1,308.5"
1270,유테크,"1,730",0,0.00%,500,0,0,0,0,0,0,0,0,0,0,"34,821",0.23,602,365,381,88,20,9.58,-96,-412,0,125.56,-4.20,-37.46,-24.05,2.77,70.5
1271,대호특수강,796,9,-1.12%,500,"123,240",799,809,791,795,796,98,"78,482","29,597","16,048","75,399",1.03,600,"1,417","1,183",673,-86,-30.62,-265,-97,0,-288.67,-8.21,-43.03,-19.91,1.29,4.5
1272,오리엔트정공,"1,890",110,-5.50%,500,"577,119","1,995","1,995","1,885","1,890","1,895","1,106","679,537","102,503","28,409","31,743",1.17,600,822,"1,101",709,-88,-6.07,-182,-550,0,-134.77,-3.44,-45.98,-16.50,1.39,-45.3
1273,인베니아,"2,585",55,-2.08%,500,"89,146","2,640","2,665","2,555","2,585","2,590",231,"217,776","7,152","19,145","23,200",2.82,600,"1,410","1,420","1,012",48,-3.53,-48,164,N/A,16.88,15.76,-11.09,-2.90,1.19,283.0
1274,나노브릭,"2,930",20,+0.69%,500,"110,894","2,885","2,950","2,865","2,925","2,930",321,"219,338","11,268","15,461","20,465",0.52,600,87,221,80,1,11.27,-1,-49,0,104.44,-59.80,-0.65,-0.39,4.27,209.8
1275,화성밸브,"5,720",10,+0.18%,500,"22,918","5,660","5,760","5,660","5,710","5,720",131,"68,237","14,857","5,277","10,410",2.71,595,589,"1,016",270,18,-13.47,12,168,N/A,-48.06,34.05,1.68,1.26,0.78,"1,319.6"
1276,미디어젠,"12,700",150,-1.17%,500,"2,510","12,850","12,850","12,550","12,650","12,700",32,"7,926","5,347","7,127","4,685",1.43,595,119,318,144,-2,-14.09,-4,-273,0,71.30,-46.52,-2.02,-1.15,3.56,647.9
1277,얼라인드,"8,260",10,-0.12%,500,"5,260","8,200","8,400","8,130","8,210","8,260",43,"17,393",939,"2,070","7,189",0.70,594,80,255,40,-3,2.10,5,552,N/A,36.46,14.96,2.21,1.87,2.40,495.4
1278,원풍,"4,945",25,+0.51%,500,"32,038","4,955","4,955","4,865","4,925","4,945",157,"38,262","3,101","6,171","12,000",3.63,593,736,846,100,51,1.03,36,232,160,88.18,21.31,4.89,4.32,0.74,990.2
1279,영신금속,"3,090",15,+0.49%,500,"18,896","3,075","3,100","3,075","3,085","3,090",58,"42,918","9,369","16,492","19,174",1.52,592,"1,106","1,334",945,15,-7.69,-21,44,0,-76.12,70.23,-5.14,-1.56,1.52,532.6
1280,국영지앤엠,"1,690",65,+4.00%,500,"4,022,070","1,645","1,870","1,640","1,690","1,695","7,036","275,184","159,914","94,822","34,895",5.44,590,644,700,190,-21,-11.82,-13,-81,N/A,-308.01,-20.86,-2.51,-1.88,1.17,197.0
1281,윙입푸드,"1,225",10,+0.82%,0,"186,029","1,220","1,230","1,205","1,220","1,225",227,"258,120","64,249","74,849","47,973",0.00,588,"1,305","1,509",279,173,16.90,131,463,10,-8.82,2.65,11.70,9.42,0.39,186.2
1282,이엘피,"6,300",30,+0.48%,500,"44,819","6,210","6,310","6,080","6,280","6,300",276,"50,061","4,179","2,452","9,325",1.89,587,289,770,83,27,-22.72,25,-30,63,-12.29,-210.00,3.59,3.25,0.81,"3,005.6"
1283,삼일기업공사,"4,725",50,+1.07%,500,"652,829","4,700","4,785","4,625","4,720","4,725","3,084","461,251","18,081","15,102","12,400",3.75,586,647,682,82,26,-15.18,24,206,100,-28.83,22.94,4.06,3.50,0.96,867.7
1284,휴럼,"1,525",5,-0.33%,100,"174,547","1,530","1,560","1,495","1,515","1,525",263,"196,214","75,649","28,057","38,380",0.51,585,768,389,320,74,15.08,21,67,0,46.96,22.76,41.13,5.83,1.55,266.2
1285,인콘,"1,310",10,+0.77%,500,"253,869","1,300","1,330","1,280","1,310","1,315",331,"110,287","34,340","39,606","44,659",3.50,585,505,"1,095",265,20,64.24,-39,-52,0,182.31,-25.19,-5.64,-3.97,0.66,324.9
1286,파인텍,"1,360",10,-0.73%,500,"300,980","1,370","1,375","1,330","1,360","1,365",406,"216,268","88,012","25,000","42,927",1.78,584,813,"1,002",671,-58,4.33,-277,-499,0,-262.72,-2.73,-57.81,-25.13,1.54,72.0
1287,폴라리스우노,"4,290",60,+1.42%,500,"286,325","4,345","4,600","4,240","4,290","4,305","1,266","31,307","11,635","4,365","13,574",9.61,582,489,817,65,53,15.33,18,215,100,388.79,19.95,2.60,2.29,0.74,978.5
1288,상신전자,"4,085",15,+0.37%,500,"72,992","4,070","4,095","4,025","4,085","4,090",296,"74,053","23,444","13,004","14,245",1.25,582,865,610,248,31,5.54,21,165,N/A,3.17,24.76,5.87,3.67,1.49,408.0
1289,이루온,"2,130",20,-0.93%,500,"314,101","2,135","2,170","2,120","2,125","2,130",670,"513,104","80,978","53,153","27,275",2.95,581,478,616,244,23,-3.20,21,73,N/A,131.21,29.18,5.97,3.52,1.52,190.8
1290,쌍용정보통신,908,15,-1.63%,500,"125,098",925,926,902,908,913,114,"69,518","18,654","3,803","63,964",0.00,581,"1,200","1,143",864,-105,10.81,-135,-414,0,"-2,393.02",-2.19,-42.16,-13.69,1.36,-30.7
1291,스맥,"1,815",10,-0.55%,500,"159,597","1,835","1,845","1,800","1,815","1,820",290,"186,610","28,784","16,377","31,957",2.79,580,"1,137","1,881","1,135",-181,-17.02,-299,-755,0,-22.34,-2.40,-34.92,-14.47,0.69,427.9
1292,이루다,"6,750",500,+8.00%,500,"4,357,353","6,270","7,670","6,230","6,750","6,760","31,107","78,695","11,640","4,945","8,591",0.93,580,210,453,146,36,-1.74,47,380,0,1.95,17.76,20.74,13.47,3.35,686.1
1293,우진비앤지,"2,005",25,+1.26%,500,"163,033","1,990","2,030","1,965","2,000","2,005",327,"61,672","41,029","70,801","28,889",3.37,579,395,776,356,7,21.39,-9,-99,N/A,-67.21,-20.25,-7.23,-1.10,1.78,117.5
1294,오스템,"2,060",0,0.00%,500,"23,955","2,070","2,075","2,040","2,055","2,060",49,"60,810","31,349","18,206","28,000",2.82,577,"1,282","2,136",972,66,-21.96,23,-171,30,241.94,-12.05,1.97,1.05,0.47,712.3
1295,서울제약,"6,760",40,-0.59%,500,"33,952","6,800","6,900","6,710","6,730","6,760",230,"101,513","1,947","5,713","8,525",3.35,576,522,651,362,61,-3.19,-13,"-1,253",N/A,66.84,-5.40,-4.68,-1.97,2.37,576.9
1296,씨엔플러스,839,0,0.00%,100,0,0,0,0,0,0,0,0,0,0,"67,963",0.10,570,261,301,184,6,21.20,-27,-22,N/A,140.93,-38.14,-21.96,-10.24,7.53,-1.4
1297,휘닉스소재,720,24,-3.23%,500,"552,119",735,751,714,720,723,402,"2,101,203","13,721","12,838","79,139",0.77,570,101,446,166,-14,7.89,-44,-71,N/A,-919.01,-10.14,-15.87,-9.88,2.22,-26.3
1298,시큐브,"1,355",40,-2.87%,100,"217,609","1,385","1,390","1,335","1,350","1,355",295,"213,494","80,909","80,391","42,000",3.72,569,147,376,41,42,-19.23,25,72,19,-16.56,18.82,7.79,6.75,1.59,825.2
1299,한창바이오텍,"1,525",5,-0.33%,500,"100,246","1,525","1,545","1,500","1,505","1,525",152,"228,991","20,082","34,572","37,226",0.83,568,52,255,20,-36,N/A,-67,-285,0,N/A,-5.35,N/A,N/A,1.88,117.0
1300,그리티,"2,805",10,-0.36%,500,"53,129","2,830","2,830","2,715","2,800","2,805",147,"64,064","2,110","9,931","20,147",5.07,565,"1,235",873,153,21,0.31,8,-163,30,-26.29,-17.21,1.31,0.93,0.78,605.8
N,종목명,현재가,전일비,등락률,액면가,거래량,시가,고가,저가,매수호가,매도호가,거래대금,전일거래량,매수총잔량,매도총잔량,상장주식수,외국인비율,시가총액,매출액,자산총계,부채총계,영업이익,매출액증가율,당기순이익,주당순이익,보통주배당금,영업이익증가율,PER,ROE,ROA,PBR,유보율
1301,COWON,"2,860",0,0.00%,500,0,0,0,0,0,0,0,0,0,0,"19,720",0.74,564,175,541,257,4,-11.59,3,-194,N/A,109.87,-14.74,1.30,0.79,2.34,190.5
1302,피델릭스,"1,700",10,+0.59%,500,"561,027","1,680","1,715","1,630","1,695","1,700",937,"489,593","52,263","110,830","33,132",34.39,563,587,599,227,-37,4.75,-52,-23,0,-709.44,-73.91,-14.08,-8.01,1.43,134.6
1303,삼영에스앤씨,"9,920",480,+5.08%,500,"52,698","9,440","9,950","9,360","9,920","9,930",508,"25,039","3,571","4,967","5,668",0.95,562,136,181,37,2,-7.60,13,290,0,-73.16,34.21,9.14,7.68,1.98,556.3
1304,성창오토텍,"7,700",90,-1.16%,500,"23,151","7,750","7,760","7,610","7,700","7,720",177,"45,735","4,698","1,464","7,300",1.46,562,"1,255","1,220",804,8,-5.50,-2,405,50,308.29,19.01,2.18,-0.18,1.39,962.9
1305,코스나인,"1,170",45,-3.70%,500,"221,741","1,215","1,240","1,165","1,170","1,175",263,"354,196","48,833","65,164","47,952",0.81,561,232,709,508,-10,N/A,-104,-555,0,N/A,-2.11,N/A,N/A,2.15,-9.4
1306,SGA,"1,055",15,-1.40%,"1,000","133,280","1,080","1,080","1,045","1,055","1,065",141,"189,168","49,878","138,571","52,862",2.85,558,780,984,450,24,-4.25,78,235,0,121.66,4.49,12.43,7.82,1.12,-22.7
1307,제이에스티나,"3,370",5,-0.15%,500,"53,150","3,370","3,400","3,325","3,370","3,375",178,"66,306","4,453","9,860","16,504",3.56,556,600,679,370,-137,-36.84,-138,"1,423",0,50.94,2.37,-36.20,-18.41,0.90,323.1
1308,대동기어,"6,180",0,0.00%,500,"10,671","6,180","6,250","6,110","6,180","6,190",66,"6,141","3,483","2,035","8,988",0.21,555,"1,564","1,930","1,282",50,9.31,23,594,40,56.99,10.40,3.83,1.24,0.80,943.7
1309,신라섬유,"2,280",30,-1.30%,100,"79,411","2,310","2,320","2,270","2,280","2,285",182,"118,358","14,982","7,017","24,278",5.31,554,42,324,176,7,-0.04,3,15,N/A,-6.33,152.00,2.38,1.08,3.73,510.2
1310,삼진,"9,210",20,+0.22%,500,"4,713","9,250","9,250","9,130","9,210","9,240",43,"16,089","7,514","2,861","6,000",1.03,553,"1,290","1,017",201,115,-4.64,66,"1,495",167,-1.70,6.16,8.36,6.64,0.71,"2,608.2"
1311,이노테라피,"10,950",150,-1.35%,500,"6,317","11,100","11,100","10,750","10,900","11,000",69,"14,945","3,618","1,763","5,044",0.31,552,6,174,43,-37,-13.94,-30,-569,0,5.21,-19.24,-21.75,-17.56,5.18,374.6
1312,동방선기,"4,075",5,+0.12%,500,"336,057","3,960","4,250","3,925","4,075","4,080","1,374","157,699","5,531","16,826","13,541",0.68,552,216,320,43,-14,-8.78,-9,2,0,-8.26,"2,037.50",-3.30,-2.81,2.00,309.7
1313,케이엠제약,"1,975",5,+0.25%,100,"65,189","1,970","1,980","1,955","1,970","1,975",128,"54,994","36,120","15,342","27,887",1.28,551,229,502,95,7,12.73,5,-9,N/A,146.68,-219.44,1.45,1.01,1.36,"1,397.0"
1314,제일테크노스,"6,090",50,+0.83%,500,"219,602","6,070","6,260","5,990","6,090","6,100","1,341","550,299","7,801","6,474","9,000",0.84,548,"1,361","1,540",817,-25,-18.54,-43,-317,30,-151.14,-19.21,-5.99,-2.77,0.70,"1,282.1"
1315,지엘팜텍,886,9,-1.01%,100,"190,435",904,904,877,886,887,168,"153,525","39,896","17,297","61,854",0.38,548,120,349,206,-26,13.01,-34,-77,0,15.52,-11.51,-40.26,-10.92,3.53,168.3
